CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12658,69754,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12410,70002,61184,71755,101652,8795,101764,36229,12851,52357,96324]
CANDIDATE UNSAT [12410,70002,61184,71755,101652,1627,101764,36229,12851,52357,89156]
CANDIDATE UNSAT [12410,70002,61184,72203,101652,1627,101764,36229,12851,52357,89604]
CANDIDATE UNSAT [12410,70002,61184,72203,101652,731,101764,36229,12851,52357,88708]
CANDIDATE UNSAT [8315,70002,61184,72203,101652,731,101764,40324,12851,52357,88708]
CANDIDATE UNSAT [8315,70002,61184,72203,101652,731,101764,40324,12851,52357,88708]
CANDIDATE UNSAT [8315,70002,60676,72203,101652,731,101764,40832,12851,52357,88708]
CANDIDATE UNSAT [8315,70002,60676,72203,101652,731,101764,48512,12851,52357,96388]
CANDIDATE UNSAT [8315,70002,60676,23051,101652,731,52612,48512,12851,52357,96388]
CANDIDATE UNSAT [8315,70002,118020,23051,101652,731,52612,48512,70195,52357,96388]
CANDIDATE UNSAT [8315,70002,118020,23051,101637,731,52612,48512,70195,52372,96388]
CANDIDATE UNSAT [8315,70002,118020,19083,101637,4699,52612,48512,70195,52372,96388]
CANDIDATE UNSAT [379,70002,118020,19083,101637,4699,60548,48512,70195,52372,96388]
CANDIDATE UNSAT [379,70002,52612,19083,101637,4699,60548,48512,70195,117780,96388]
CANDIDATE UNSAT [379,70002,52612,19083,101637,4699,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60548,113792,70195,52500,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60676,113792,70195,52372,96388]
CANDIDATE UNSAT [379,70002,52612,17099,101637,6683,60676,113792,70195,52372,96388]
CANDIDATE UNSAT [379,69747,52612,17099,101637,6683,60421,113792,70195,52372,96388]
CANDIDATE UNSAT [379,69747,52612,17099,101637,6683,60421,113792,70195,52372,96388]
CANDIDATE UNSAT [379,69723,52612,17123,101637,6683,60421,113792,70195,52372,96388]
CANDIDATE UNSAT [379,69723,28036,17123,101637,6683,60421,113792,70195,52372,120964]
CANDIDATE UNSAT [4474,69723,28036,17123,105732,6683,60421,113792,70195,52372,120964]
CANDIDATE UNSAT [4474,69723,28036,17123,105732,6683,64513,109700,70195,52372,120964]
CANDIDATE UNSAT [4474,69723,28036,82658,105732,6683,64513,44165,70195,52372,120964]
CANDIDATE UNSAT [4474,69723,27916,82538,105732,6683,64513,44165,70195,52372,120964]
