c0,c1,c2,c3,L_lo,L_up,kernel_upper,d_lower,D_up,exact_realized,G28,margin_lo,margin_up,margin_final
2,9,15,5,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
2,9,17,3,4417291,4417291,2,2190144,2193568,1,4387150,-30141,-30141,-30141
2,9,19,1,4434315,4434315,2,2202176,2202176,1,4404366,-29949,-29949,-29949
2,11,1,17,4434507,4434507,2,2198656,2202480,1,4404973,-29534,-29534,-29534
2,11,3,15,4416763,4416763,2,2189784,2193608,1,4387231,-29532,-29532,-29532
2,11,5,13,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
2,11,7,11,4419195,4419195,2,2194568,2201816,1,4403647,-15548,-15548,-15548
2,11,9,9,4419915,4419915,2,2194928,2202176,1,4404366,-15549,-15549,-15549
2,11,11,7,4419195,4419195,2,2194568,2201816,1,4403647,-15548,-15548,-15548
2,11,13,5,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
2,11,15,3,4416763,4416763,2,2189784,2193608,1,4387231,-29532,-29532,-29532
2,11,17,1,4434507,4434507,2,2198656,2202480,1,4404973,-29534,-29534,-29534
2,13,1,15,4433963,4442155,2,2198384,2206304,0,4412622,-21341,-29533,-29533
2,13,3,13,4416203,4432587,2,2189504,2201520,0,4403053,-13150,-29534,-29533
2,13,5,11,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
2,13,7,9,4419179,4427371,2,2194560,2205600,0,4411213,-7966,-16158,-16158
2,13,9,7,4419179,4427371,2,2194560,2205600,0,4411213,-7966,-16158,-16158
2,13,11,5,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
2,13,13,3,4416203,4432587,2,2189504,2201520,0,4403053,-13150,-29534,-29533
2,13,15,1,4433963,4442155,2,2198384,2206304,0,4412622,-21341,-29533,-29533
2,15,1,13,4433963,4442155,2,2198384,2206304,0,4412622,-21341,-29533,-29533
2,15,3,11,4416763,4416763,2,2189784,2193608,1,4387231,-29532,-29532,-29532
2,15,5,9,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
2,15,7,7,4419003,4419003,2,2197848,2201416,1,4402847,-16156,-16156,-16156
2,15,9,5,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
2,15,11,3,4416763,4416763,2,2189784,2193608,1,4387231,-29532,-29532,-29532
2,15,13,1,4433963,4442155,2,2198384,2206304,0,4412622,-21341,-29533,-29533
2,17,1,11,4434507,4434507,2,2198656,2202480,1,4404973,-29534,-29534,-29534
2,17,3,9,4417291,4417291,2,2190144,2193568,1,4387150,-30141,-30141,-30141
2,17,5,7,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
2,17,7,5,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
2,17,9,3,4417291,4417291,2,2190144,2193568,1,4387150,-30141,-30141,-30141
2,17,11,1,4434507,4434507,2,2198656,2202480,1,4404973,-29534,-29534,-29534
2,19,1,9,4434315,4434315,2,2202176,2202176,1,4404366,-29949,-29949,-29949
2,19,3,7,4416379,4416379,2,2193112,2193112,1,4386237,-30142,-30142,-30142
2,19,5,5,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
2,19,7,3,4416379,4416379,2,2193112,2193112,1,4386237,-30142,-30142,-30142
2,19,9,1,4434315,4434315,2,2202176,2202176,1,4404366,-29949,-29949,-29949
2,21,1,7,4434923,4434923,2,2202480,2202480,1,4404973,-29950,-29950,-29950
2,21,3,5,4418507,4418507,2,2187280,2187280,1,4374578,-43929,-43929,-43929
2,21,5,3,4418507,4418507,2,2187280,2187280,1,4374578,-43929,-43929,-43929
2,21,7,1,4434923,4434923,2,2202480,2202480,1,4404973,-29950,-29950,-29950
2,23,1,5,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
2,23,3,3,4411515,4411515,2,2183784,2183784,1,4367584,-43931,-43931,-43931
2,23,5,1,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
2,25,1,3,4446475,4446475,2,2202480,2202480,1,4404973,-41502,-41502,-41502
2,25,3,1,4446475,4446475,2,2202480,2202480,1,4404973,-41502,-41502,-41502
2,27,1,1,4306635,4306635,2,2132560,2132560,1,4265137,-41498,-41498,-41498
3,0,2,26,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
3,0,4,24,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,0,6,22,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,0,8,20,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,0,10,18,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,0,12,16,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,0,14,14,4434243,4434243,2,2194568,2202480,1,4404973,-29270,-29270,-29270
3,0,16,12,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,0,18,10,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,0,20,8,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,0,22,6,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,0,24,4,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,0,26,2,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
3,2,0,26,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
3,2,2,24,4428995,4428995,2,2185000,2185000,1,4370015,-58980,-58980,-58980
3,2,4,22,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,2,6,20,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,2,8,18,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,2,10,16,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,2,12,14,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,2,14,12,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,2,16,10,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,2,18,8,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,2,20,6,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,2,22,4,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,2,24,2,4428995,4428995,2,2185000,2185000,1,4370015,-58980,-58980,-58980
3,2,26,0,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
3,4,0,24,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,4,2,22,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,4,4,20,4422003,4422003,2,2188800,2188800,1,4377612,-44391,-44391,-44391
3,4,6,18,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,4,8,16,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,4,10,14,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,4,12,12,4419699,4436083,2,2187296,2203136,0,4406283,-13416,-29800,-29799
3,4,14,10,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,4,16,8,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,4,18,6,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,4,20,4,4422003,4422003,2,2188800,2188800,1,4377612,-44391,-44391,-44391
3,4,22,2,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,4,24,0,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,6,0,22,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,6,2,20,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,6,4,18,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,6,6,16,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
3,6,8,14,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,6,10,12,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,6,12,10,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,6,14,8,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,6,16,6,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
3,6,18,4,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,6,20,2,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,6,22,0,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,8,0,20,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,8,2,18,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,8,4,16,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,8,6,14,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,8,8,12,4419635,4427827,2,2194208,2205696,0,4411403,-8232,-16424,-16424
3,8,10,10,4419651,4419651,2,2194216,2201912,1,4403839,-15812,-15812,-15812
3,8,12,8,4419635,4427827,2,2194208,2205696,0,4411403,-8232,-16424,-16424
3,8,14,6,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,8,16,4,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,8,18,2,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,8,20,0,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,10,0,18,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,10,2,16,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,10,4,14,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,10,6,12,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,10,8,10,4419651,4419651,2,2194216,2201912,1,4403839,-15812,-15812,-15812
3,10,10,8,4419651,4419651,2,2194216,2201912,1,4403839,-15812,-15812,-15812
3,10,12,6,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,10,14,4,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,10,16,2,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,10,18,0,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,12,0,16,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,12,2,14,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,12,4,12,4419699,4436083,2,2187296,2203136,0,4406283,-13416,-29800,-29799
3,12,6,10,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,12,8,8,4419635,4427827,2,2194208,2205696,0,4411403,-8232,-16424,-16424
3,12,10,6,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
3,12,12,4,4419699,4436083,2,2187296,2203136,0,4406283,-13416,-29800,-29799
3,12,14,2,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,12,16,0,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,14,0,14,4434243,4434243,2,2194568,2202480,1,4404973,-29270,-29270,-29270
3,14,2,12,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,14,4,10,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,14,6,8,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,14,8,6,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
3,14,10,4,4420259,4420259,2,2191400,2195488,1,4390994,-29265,-29265,-29265
3,14,12,2,4416483,4424675,2,2185688,2197696,0,4395407,-21076,-29268,-29268
3,14,14,0,4434243,4434243,2,2194568,2202480,1,4404973,-29270,-29270,-29270
3,16,0,12,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,16,2,10,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,16,4,8,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,16,6,6,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
3,16,8,4,4420787,4420787,2,2191360,2195488,1,4390994,-29793,-29793,-29793
3,16,10,2,4417027,4417027,2,2189784,2193608,1,4387231,-29796,-29796,-29796
3,16,12,0,4434227,4442419,2,2194560,2206304,0,4412622,-21605,-29797,-29797
3,18,0,10,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,18,2,8,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,18,4,6,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,18,6,4,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
3,18,8,2,4416835,4416835,2,2192808,2193208,1,4386429,-30406,-30406,-30406
3,18,10,0,4434051,4434051,2,2201416,2202120,1,4404257,-29794,-29794,-29794
3,20,0,8,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,20,2,6,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,20,4,4,4422003,4422003,2,2188800,2188800,1,4377612,-44391,-44391,-44391
3,20,6,2,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
3,20,8,0,4435379,4435379,2,2202080,2202176,1,4404366,-31013,-31013,-31013
3,22,0,6,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,22,2,4,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,22,4,2,4415011,4415011,2,2185000,2185000,1,4370015,-44996,-44996,-44996
3,22,6,0,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
3,24,0,4,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,24,2,2,4428995,4428995,2,2185000,2185000,1,4370015,-58980,-58980,-58980
3,24,4,0,4449971,4449971,2,2195488,2195488,1,4390994,-58977,-58977,-58977
3,26,0,2,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
3,26,2,0,4289155,4289155,2,2115080,2115080,1,4230179,-58976,-58976,-58976
4,1,1,25,4271675,4271675,2,2115080,2115080,1,4230179,-41496,-41496,-41496
4,1,3,23,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,1,5,21,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,1,7,19,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,1,9,17,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,1,11,15,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,1,13,13,4416763,4416763,2,2189784,2200600,1,4401217,-15546,-15546,-15546
4,1,15,11,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,1,17,9,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,1,19,7,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,1,21,5,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,1,23,3,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,1,25,1,4271675,4271675,2,2115080,2115080,1,4230179,-41496,-41496,-41496
4,3,1,23,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,3,3,21,4418507,4418507,2,2187280,2187280,1,4374578,-43929,-43929,-43929
4,3,5,19,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,3,7,17,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,3,9,15,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,3,11,13,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,3,13,11,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,3,15,9,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,3,17,7,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,3,19,5,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,3,21,3,4418507,4418507,2,2187280,2187280,1,4374578,-43929,-43929,-43929
4,3,23,1,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,5,1,21,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,5,3,19,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,5,5,17,4418811,4418811,2,2197752,2201320,1,4402654,-16157,-16157,-16157
4,5,7,15,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,5,9,13,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,5,11,11,4418635,4435019,2,2194192,2209728,0,4419467,832,-15552,-15551
4,5,13,9,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,5,15,7,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,5,17,5,4418811,4418811,2,2197752,2201320,1,4402654,-16157,-16157,-16157
4,5,19,3,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,5,21,1,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,7,1,19,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,7,3,17,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,7,5,15,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,7,7,13,4419915,4419915,2,2194832,2201872,1,4403760,-16155,-16155,-16155
4,7,9,11,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,7,11,9,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,7,13,7,4419915,4419915,2,2194832,2201872,1,4403760,-16155,-16155,-16155
4,7,15,5,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,7,17,3,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,7,19,1,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,9,1,17,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,9,3,15,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,9,5,13,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,9,7,11,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,9,9,9,4419387,4419387,2,2194568,2202216,1,4404447,-14940,-14940,-14940
4,9,11,7,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,9,13,5,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,9,15,3,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,9,17,1,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,11,1,15,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,11,3,13,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,11,5,11,4418635,4435019,2,2194192,2209728,0,4419467,832,-15552,-15551
4,11,7,9,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,11,9,7,4419371,4427563,2,2194560,2206000,0,4412015,-7356,-15548,-15548
4,11,11,5,4418635,4435019,2,2194192,2209728,0,4419467,832,-15552,-15551
4,11,13,3,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,11,15,1,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,13,1,13,4416763,4416763,2,2189784,2200600,1,4401217,-15546,-15546,-15546
4,13,3,11,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,13,5,9,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,13,7,7,4419915,4419915,2,2194832,2201872,1,4403760,-16155,-16155,-16155
4,13,9,5,4419195,4419195,2,2194472,2201816,1,4403647,-15548,-15548,-15548
4,13,11,3,4419979,4428171,2,2191392,2199312,0,4398639,-21340,-29532,-29532
4,13,13,1,4416763,4416763,2,2189784,2200600,1,4401217,-15546,-15546,-15546
4,15,1,11,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,15,3,9,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,15,5,7,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,15,7,5,4419723,4419723,2,2194736,2201776,1,4403567,-16156,-16156,-16156
4,15,9,3,4420523,4420523,2,2191760,2195488,1,4390994,-29529,-29529,-29529
4,15,11,1,4416747,4424939,2,2189776,2197696,0,4395407,-21340,-29532,-29532
4,17,1,9,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,17,3,7,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,17,5,5,4418811,4418811,2,2197752,2201320,1,4402654,-16157,-16157,-16157
4,17,7,3,4420331,4420331,2,2195088,2195088,1,4390189,-30142,-30142,-30142
4,17,9,1,4416571,4416571,2,2193512,2193512,1,4387039,-29532,-29532,-29532
4,19,1,7,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,19,3,5,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,19,5,3,4420939,4420939,2,2195488,2195488,1,4390994,-29945,-29945,-29945
4,19,7,1,4417899,4417899,2,2193968,2193968,1,4387950,-29949,-29949,-29949
4,21,1,5,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,21,3,3,4418507,4418507,2,2187280,2187280,1,4374578,-43929,-43929,-43929
4,21,5,1,4413947,4413947,2,2191992,2191992,1,4383998,-29949,-29949,-29949
4,23,1,3,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,23,3,1,4432491,4432491,2,2195488,2195488,1,4390994,-41497,-41497,-41497
4,25,1,1,4271675,4271675,2,2115080,2115080,1,4230179,-41496,-41496,-41496
5,0,2,24,4275171,4275171,2,2108088,2108088,1,4216192,-58979,-58979,-58979
5,0,4,22,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
5,0,6,20,4414403,4414403,2,2191592,2191688,1,4383392,-31011,-31011,-31011
5,0,8,18,4417635,4417635,2,2193208,2193912,1,4387836,-29799,-29799,-29799
5,0,10,16,4416291,4424483,2,2192536,2197336,0,4394687,-21604,-29796,-29796
5,0,12,14,4417027,4417027,2,2185960,2193872,1,4387757,-29270,-29270,-29270
5,0,14,12,4417027,4417027,2,2185960,2193872,1,4387757,-29270,-29270,-29270
5,0,16,10,4416291,4424483,2,2192536,2197336,0,4394687,-21604,-29796,-29796
5,0,18,8,4417635,4417635,2,2193208,2193912,1,4387836,-29799,-29799,-29799
5,0,20,6,4414403,4414403,2,2191592,2191688,1,4383392,-31011,-31011,-31011
5,0,22,4,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
5,0,24,2,4275171,4275171,2,2108088,2108088,1,4216192,-58979,-58979,-58979
5,2,0,24,4275171,4275171,2,2108088,2108088,1,4216192,-58979,-58979,-58979
5,2,2,22,4435987,4435987,2,2195488,2195488,1,4390994,-44993,-44993,-44993
5,2,4,20,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
5,2,6,18,4421395,4421395,2,2195088,2195488,1,4390994,-30401,-30401,-30401
5,2,8,16,4420067,4420067,2,2194424,2195128,1,4390268,-29799,-29799,-29799
5,2,10,14,4420243,4428435,2,2191392,2199576,0,4399170,-21073,-29265,-29264
5,2,12,12,4420259,4420259,2,2187576,2195488,1,4390994,-29265,-29265,-29265
5,2,14,10,4420243,4428435,2,2191392,2199576,0,4399170,-21073,-29265,-29264
5,2,16,8,4420067,4420067,2,2194424,2195128,1,4390268,-29799,-29799,-29799
5,2,18,6,4421395,4421395,2,2195088,2195488,1,4390994,-30401,-30401,-30401
5,2,20,4,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
5,2,22,2,4435987,4435987,2,2195488,2195488,1,4390994,-44993,-44993,-44993
5,2,24,0,4275171,4275171,2,2108088,2108088,1,4216192,-58979,-58979,-58979
5,4,0,22,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
5,4,2,20,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
5,4,4,18,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
5,4,6,16,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
5,4,8,14,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
5,4,10,12,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
5,4,12,10,4418915,4427107,2,2193848,2205640,0,4411294,-7621,-15813,-15813
5,4,14,8,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
5,4,16,6,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
5,4,18,4,4419875,4419875,2,2194328,2194728,1,4389470,-30405,-30405,-30405
5,4,20,2,4417443,4417443,2,2193112,2193208,1,4386429,-31014,-31014,-31014
5,4,22,0,4431427,4431427,2,2200104,2200200,1,4400417,-31010,-31010,-31010
5,6,0,20,4414403,4414403,2,2191592,2191688,1,4383392,-31011,-31011,-31011
5,6,2,18,4421395,4421395,2,2195088,2195488,1,4390994,-30401,-30401,-30401
5,6,4,16,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
5,6,6,14,4420179,4420179,2,2191008,2202176,1,4404366,-15813,-15813,-15813
5,6,8,12,4419651,4419651,2,2190744,2202176,1,4404366,-15285,-15285,-15285
5,6,10,10,4419091,4435475,2,2190464,2209824,0,4419663,572,-15812,-15811
5,6,12,8,4419651,4419651,2,2190744,2202176,1,4404366,-15285,-15285,-15285
5,6,14,6,4420179,4420179,2,2191008,2202176,1,4404366,-15813,-15813,-15813
5,6,16,4,4419267,4419267,2,2194024,2201416,1,4402847,-16420,-16420,-16420
5,6,18,2,4421395,4421395,2,2195088,2195488,1,4390994,-30401,-30401,-30401
5,6,20,0,4414403,4414403,2,2191592,2191688,1,4383392,-31011,-31011,-31011
5,8,0,18,4417635,4417635,2,2193208,2193912,1,4387836,-29799,-29799,-29799
5,8,2,16,4420067,4420067,2,2194424,2195128,1,4390268,-29799,-29799,-29799
5,8,4,14,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
5,8,6,12,4419651,4419651,2,2190744,2202176,1,4404366,-15285,-15285,-15285
5,8,8,10,4419107,4427299,2,2190472,2206040,0,4412095,-7012,-15204,-15204
5,8,10,8,4419107,4427299,2,2190472,2206040,0,4412095,-7012,-15204,-15204
5,8,12,6,4419651,4419651,2,2190744,2202176,1,4404366,-15285,-15285,-15285
5,8,14,4,4419459,4419459,2,2194120,2201816,1,4403647,-15812,-15812,-15812
5,8,16,2,4420067,4420067,2,2194424,2195128,1,4390268,-29799,-29799,-29799
5,8,18,0,4417635,4417635,2,2193208,2193912,1,4387836,-29799,-29799,-29799
5,10,0,16,4416291,4424483,2,2192536,2197336,0,4394687,-21604,-29796,-29796
5,10,2,14,4420243,4428435,2,2191392,2199576,0,4399170,-21073,-29265,-29264
